Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","380","Italy","5510","Production","0117","Oats","2024","2024","t","211980","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01450","Olives","2024","2024","t","2299660","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","t","401990","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01323","Oranges","2024","2024","t","1807320","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01241.90","Other beans, green","2024","2024","t","153380","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2024","2024","t","2260","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01329","Other citrus fruit, n.e.c.","2024","2024","t","28210","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","t","4430","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01449.90","Other oil seeds, n.e.c.","2024","2024","t","1760","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01349.10","Other pome fruits","2024","2024","t","1570","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01709.90","Other pulses n.e.c.","2024","2024","t","32000","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01349.20","Other stone fruits","2024","2024","t","6170","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01319","Other tropical fruits, n.e.c.","2024","2024","t","246880","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2024","2024","t","0","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01345","Peaches and nectarines","2024","2024","t","1092160","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01342.01","Pears","2024","2024","t","436570","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01705","Peas, dry","2024","2024","t","37470","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01242","Peas, green","2024","2024","t","79040","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01346","Plums and sloes","2024","2024","t","170170","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01321","Pomelos and grapefruits","2024","2024","t","5490","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01510","Potatoes","2024","2024","t","1412700","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01235","Pumpkins, squash and gourds","2024","2024","t","583000","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01443","Rape or colza seed","2024","2024","t","80840","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01353.01","Raspberries","2024","2024","t","2830","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0113","Rice","2024","2024","t","1448760","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0116","Rye","2024","2024","t","11970","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0114","Sorghum","2024","2024","t","256040","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01344.01","Sour cherries","2024","2024","t","860","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0141","Soya beans","2024","2024","t","1125580","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01215","Spinach","2024","2024","t","102400","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01354","Strawberries","2024","2024","t","123850","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01801","Sugar beet","2024","2024","t","1534440","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01445","Sunflower seed","2024","2024","t","287680","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01324","Tangerines, mandarins, clementines","2024","2024","t","825600","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01234","Tomatoes","2024","2024","t","6022790","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01191","Triticale","2024","2024","t","67620","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01929.02","True hemp, raw or retted","2024","2024","t","3110","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01970","Unmanufactured tobacco","2024","2024","t","33900","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01376","Walnuts, in shell","2024","2024","t","15940","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01221","Watermelons","2024","2024","t","723590","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0111","Wheat","2024","2024","t","6213210","A","Official figure",""
